,num,yyyymmdd,names,title,text,yyyymm,mm,name
0,0,2019.12.30.,IT동아,"[스케일업 코리아] 더코더: 국가가 인정한 위변조 방지 기술 '닷(DoT)', 이제...","이외에도 러시아는 담배와 보드카, 멕시코는 자동차 부품, 브라질은 식음료 짝퉁이 유통된다. 짝퉁 제품이 유통되는 국가의 공통점은 비슷하다. 자국 내 제품을 생산할 수 있는 인프라는 충분하지만, 대내외적으로...",2019.12,12,보드카
1,1,2019.12.30.,주간동아,[명욱의 술기로운 생활] 결혼만큼 잘 어울려야 하는 술과 안주의 ‘마리아주’,"와인엔 초코파이, 보드카엔 알탕, 치킨엔 맥주, 삼겹살엔 소주가 어울리는 이유 새 밀레니엄이라며... ‘북유럽의 소주’라 할 보드카는 40도 이상의 높은 알코올 도수와 무색·무취·무미라는 심플한 맛을 가진 술이다....",2019.12,12,보드카
2,2,2019.12.30.,세계일보,"다가오는 2020, 특급호텔서 특별하게 맞아볼까","흥인지문 야경이 한눈에 내려다보이는 클래식한 분위기에서 샴페인, 보드카와 셰프가 엄선하여 준비한 3단 트레이로 구성된 세트 메뉴를 즐길 수 있다. 3단 트레이의 1층에는 딸기 슈가 올려진 훈제 연어 무스, 트러플...",2019.12,12,보드카
3,3,2019.12.29.,머니S,취향존중 드링크로 개성파 홈파티족 공략,"하이트진로음료의 ‘진로믹서 토닉워터’ 시리즈는 소주, 보드카, 진(Gin)과 같은 주류뿐 아니라 에이드로도 손쉽게 만들어 먹을 수 있는 한국형 칵테일 믹서 제품이다. 토닉워터와 소주를 1:1의 비율로 믹싱해 마시는...",2019.12,12,보드카
4,4,2019.12.27.,뉴스컬처,'술 vs 살' 다이어터들을 위한 음주 꿀팁,"증류주는 맥주, 와인, 막걸리 같은 양조주를 한 번 더 증류시켜 만든 술로 위스키, 보드카, 럼 같은 쓴 술이라고 생각하면 된다. 물론 양조주보다 도수가 높지만 온더락으로 마시면 이야기가 달라진다. 게다가 독한...",2019.12,12,보드카
5,5,2019.12.27.,비즈한국,"대학생 필수 앱 '에브리타임', 담배·술·렌즈 '불법 직거래' 판친다","19일에는 보드카 한 병을 15만 원에 판매한다는 글이 올라왔다. 앞서 17일에 집에 남은 소주와 맥주를 ​각... #‘술’, ‘담배’ 키워드 차단해도 ‘던힐’ ‘보드카’로 검색 가능해 지역 기반 거래 플랫폼 ‘당근마켓’...",2019.12,12,보드카
6,6,2019.12.27.,국방일보,케케묵은 인사말로 새해 기분이 나겠어?,‘앱설루트(Absolut) 보드카 새해 광고(2012)’에서는 도시의 상징물을 형상화한 앱설루트 보드카 광고 스타일을 그대로 유지했다. 예를 들어 ‘마드리드’ 편에서 기타의 가운데를 앱설루트 병 모양으로 오려내 기타로...,2019.12,12,보드카
7,7,2019.12.27.,투어코리아뉴스,호텔에서 즐기는 우리들만의 새해맞이! 2020 카운트다운!,"아름다운 흥인지문의 야경이 한눈에 내려다보이는 클래식한 분위기의 '더 그리핀'에서 열리는 '치얼스 투 2020!'은 고객의 특성과 인원수에 따라 선택이 가능한 샴페인, 보드카와 셰프가 엄선해 준비한 3단 트레이로...",2019.12,12,보드카
8,8,2019.12.26.,아트인사이트,"[Review] 지리한 시대에 비상구 하나쯤, 창문 넘어 도망친 100세 노인 [연극]",보드카 한 잔과 유머로 그러한 변화를 대처하기에 변화는 너무나도 크다. 하지만 이런 비판적 시선에 대해... 그게 아니라면 내가 소설에서 쓴 것처럼 보드카를 몇 병이고 마시고 서로 마음을 트는 수 밖에 없다. 그렇게...,2019.12,12,보드카
9,9,2019.12.26.,위키트리,“부끄럽다...살려줘” 한예슬이 술 한잔하고 부른 곡 정체 (영상),"한예슬은 ""보드카 한 잔을 원샷하고 노래를 부를 거다""라며 ""아무래도 긴장돼서 그냥은 못 부를 것 같다""고 말했다.그는 ""나 노래 부르는 거 엄청나게 부끄러워한다""며 보드카를 마셨다. 준비를 마친 한예슬은 '그댄...",2019.12,12,보드카
10,10,2019.12.24.,파이낸셜뉴스언론사 선정,"폭음, 1시간 내 심장마비 위험이 무려 [굿모닝 건강]","맥주나 와인보다는 보드카, 위스키, 진 등 도수가 높은 술을 마셨을 때, 평소 술을 자주 마시지 않던 사람이 갑자기 폭음을 했을 때 이러한 위험이 더욱 두드러졌다. 연구팀은 폭음은 불과 1시간 만에 위험한 결과를...",2019.12,12,보드카
11,11,2019.12.24.,뷰어스,'언니네쌀롱' 한예슬 하차 방송 당일 '취중열창',동영상 속 한예슬은 보드카를 마시며 '그댄 달라요'를 불렀다. 한편 한예슬은 지난 5월 종영한 드라마 '빅이슈' 이후로 차기작에 대한 소식이 아직 전해지지 않은 상황이다.?,2019.12,12,보드카
12,12,2019.12.23.,직썰,핵폭탄보다 더 많은 인명을 살상한 소총 AK-47,"보드카 브랜드 세계에 손을 댔다가 실패한 바 있던 그는 영국 기업가의 제의를 받아 ‘칼라시니코프 82프루프 보드카’에 참여하기도 했다. 사망자들에 대한 책임, 말년에 참회 편지 ▲ 보드카와 칼라시니코프 이...",2019.12,12,보드카
13,13,2019.12.23.,디지틀조선일보,"식음료업계, ‘개인의 취향’ 고려한 개성파 홈파티족 공략","하이트진로음료의 ‘진로믹서 토닉워터’ 시리즈는 소주, 보드카, 진(Gin)과 같은 주류뿐 아니라 에이드로도 손쉽게 만들어 먹을 수 있는 한국형 칵테일 믹서 제품이다. 토닉워터와 소주를 1:1의 비율로 믹싱해 마시는...",2019.12,12,보드카
14,14,2019.12.22.,싱글리스트,나도 홈텐더 돼볼까...'취존 드링크'로 밀레니얼 홈파티족 공략,"하이트진로음료의 '진로믹서 토닉워터' 시리즈는 소주, 보드카, 진과 같은 주류뿐 아니라 에이드로도 손쉽게 만들어 먹을 수 있는 한국형 칵테일 믹서 제품이다. 토닉워터와 소주를 1:1의 비율로 믹싱해 마시는 '쏘토닉'이...",2019.12,12,보드카
15,15,2019.12.22.,헤럴드경제,‘취향존중’ 드링크로 개성파 홈파티족 공략,"하이트진로음료의 '진로믹서 토닉워터' 시리즈는 소주, 보드카, 진(Gin)과 같은 주류뿐 아니라 에이드로도 만들어 먹을 수 있는 한국형 칵테일 믹서 제품이다. 토닉워터와 소주를 1:1 비율로 믹싱해 마시는 '쏘토닉...",2019.12,12,보드카
16,16,2019.12.20.,베리타스알파,[2020정시특집] 경동대 가나다군 355명 모집.. 수능70+학생부30,"일본과 미국 대만 등 선진국은 해양심층수를 건강보조식품과 보드카 건강음료 만두 푸딩 아이스크림 등의 식품산업과 양식산업 등에 다양하게 활용하고 있으며, 의료산업에도 접목하여 큰 효과를 나타내고 있다....",2019.12,12,보드카
17,17,2019.12.20.,싱글리스트,연말 카운트다운 어디서? 호텔서 펼쳐지는 특급 이벤트 PICK6,"이벤트는 흥인지문의 야경이 한눈에 내려다보이는 클래식한 분위기의 '더 그리핀'에서는 고객 특성에 및 인원수에 따라 선택 가능한 샴페인, 보드카와 셰프가 엄선해 준비한 3단 트레이로 구성된 세트 메뉴를 즐길 수...",2019.12,12,보드카
18,18,2019.12.20.,한겨레21,"장고 끝, 세 개의 수","알코올 도수가 높아지면 칼로리도 높아져서 고량주는 100㎖가 276㎉, 위스키는 237㎉, 보드카는 295㎉였다. 문제는 술병에 이 사실을 고지하지 않는다는 점이다. 소주의 알코올 도수를 확인할 때 노안이 온 눈의 핏줄을...",2019.12,12,보드카
19,19,2019.12.20.,인사이트,반려동물 학대하다 90만 팔로워 잃을 위기 놓인 인기 '트위치 스트리머',영상 속 알리니티는 보드카를 한 모금 입에 머금은 뒤 그대로 고양이에게 입을 맞추기도 했다.고양이는 알리니티의 입에 있는 보드카를 핥아먹었고 쓰고 뜨거운 알콜 탓에 연이어 기침하며 고통스러워했다.알리니티는...,2019.12,12,보드카
20,20,2019.12.20.,쿡앤셰프,"JW 메리어트 동대문 스퀘어 서울, 더 그리핀, “치얼스 투 2020!” 선봬","‘치얼스 투 2020!’은 아름다운 흥인지문의 야경이 한눈에 내려다보이는 클래식한 분위기의 ‘더 그리핀’에서는 고객 특성에 및 인원수에 따라 선택이 가능한 샴페인, 보드카와 셰프가 엄선하여 준비한 3단...",2019.12,12,보드카
21,21,2019.12.19.,GQ,지큐나이트가 빨갛게 물들인 밤,"청량한 피지 워터로 마른 목을 적셨고 약속한 것처럼 레드 알루미늄 보틀로 단장한 버드와이저 맥주와 그레이구스가 준비한 드링크 르 그랑 피즈, 라포아 칵테일, 시트로닉 보드카로 끊임없이 술잔을 채웠으니까....",2019.12,12,보드카
22,22,2019.12.19.,인사이트,"식음료업계, '취향존중 드링크'로 개성파 홈파티족 공략","하이트진로음료의 '진로믹서 토닉워터' 시리즈는 소주, 보드카, 진(Gin)과 같은 주류뿐 아니라 에이드로도 손쉽게 만들어 먹을 수 있는 한국형 칵테일 믹서 제품이다.과일 발효식초도 칵테일 및 음료 베이스로 활용이...",2019.12,12,보드카
23,23,2019.12.19.,여성소비자신문,식음료업계 '취향존중' 드링크로 개성파 홈파티족 공략,"하이트진로음료의 '진로믹서 토닉워터' 시리즈는 소주, 보드카, 진(Gin)과 같은 주류뿐 아니라 에이드로도 손쉽게 만들어 먹을 수 있는 한국형 칵테일 믹서 제품이다. 토닉워터와 소주를 1:1의 비율로 믹싱해 마시는...",2019.12,12,보드카
24,24,2019.12.19.,세계일보,"식음료업계, ‘취향존중’ 드링크로 개성파 홈파티족 공략","하이트진로음료의 ‘진로믹서 토닉워터’ 시리즈는 소주, 보드카, 진(Gin)과 같은 주류뿐 아니라 에이드로도 손쉽게 만들어 먹을 수 있는 한국형 칵테일 믹서 제품이다. 토닉워터와 소주를 1:1의 비율로 믹싱해 마시는...",2019.12,12,보드카
25,25,2019.12.19.,로이슈,"식음료업계, ‘취향존중’ 드링크로 개성파 홈파티족 공략","하이트진로음료의 ‘진로믹서 토닉워터’ 시리즈는 소주, 보드카, 진(Gin)과 같은 주류뿐 아니라 에이드로도 손쉽게 만들어 먹을 수 있는 한국형 칵테일 믹서 제품이다. 토닉워터와 소주를 1:1의 비율로 믹싱해 마시는...",2019.12,12,보드카
26,26,2019.12.19.,미디어파인,세계 3대 진미 '송로버섯(Truffle)' [김권제 칼럼],"또한, 트러플 소금이나 꿀, 보드카를 만드는 데 사용하기도 한다. 단, 트러플 오일의 경우 트러플 없이 합성 물질을 통해 인위적으로 트러플 향을 내는 제품도 있다. 송로버섯은 독특한 향에 최음효과가 있다고...",2019.12,12,보드카
27,27,2019.12.19.,메디컬투데이,"식음료업계, ‘취향존중’드링크로 개성파 홈파티족 공략","하이트진로음료의 ‘진로믹서 토닉워터’ 시리즈는 소주, 보드카, 진(Gin)과 같은 주류뿐 아니라 에이드로도 손쉽게 만들어 먹을 수 있는 한국형 칵테일 믹서 제품이다. 토닉워터와 소주를 1:1의 비율로 믹싱해 마시는...",2019.12,12,보드카
28,28,2019.12.19.,리얼푸드,[리얼푸드]기내식이 맛없게 느껴지는 이유는,스펜스 교수는 “비행기 승객들이 토마토주스와 블러디 메리(토마토주스와 보드카로 만든 칵테일)를 자주 찾는 이유도 이러한 이유 때문”이라며 “엔진소리와 기내 습도 등이 이 감칠맛과 연관이 있다”라고 설명했다....,2019.12,12,보드카
29,29,2019.12.19.,디스커버리뉴스,"레스케이프 호텔, 마크 다모르 바이 라망 시크레에서 신년 맞이 해볼까","원한다면 1잔당 1만8천원(세금 포함가) 얼리 버드 특별 이벤트로 12월 24일까지 미리 예약할 경우 10% 할인 혜택을 받을 수 있다. 더불어, 뵈브 클리코와 그레이구스 보드카를 특별 할인가에 이용 가능하다.  <  >",2019.12,12,보드카
30,30,2019.12.19.,머니S,"[호텔가] 레스케이프, ""파티와 함께 2020년 새해 맞이하세요""","칵테일을 원한다면 1잔당 1만8000원(세금 포함가) 얼리 버드 특별 이벤트로 12월 24일까지 미리 예약할 경우 10% 할인 혜택을 받을 수 있다. 더불어, 뵈브 클리코와 그레이구스 보드카를 특별 할인가에 이용 가능하다.",2019.12,12,보드카
31,31,2019.12.19.,아시아에이,"작가들의 테이블?, 아티스트 강준영과 유지인 듀오전 'Artists’ Table' 展","LG 패션, 화장품 브랜드 NARS, 스포츠 브랜드 나이키와의 컬래버레이션, 페르노카 코리아와 함께 앱솔루트 보드카를 위한 개인적인 가족사가 담긴 ‘꽃’ 시리즈의 변형 작업도 선보인 바 있다. 2005년부터 꾸준히...",2019.12,12,보드카
32,32,2019.12.19.,한국정경신문,"최고의 공연과 함께하는 카운트다운 파티..레스케이프 호텔, '본 아네 2020'",원한다면 1잔당 1만8000원(세금 포함가)을 지불하면 된다.오는 24일까지 얼리 버드 특별 이벤트로 예약할 경우 10% 할인 혜택을 받을 수 있다. 더불어 뵈브 클리코와 그레이구스 보드카도 특별 할인가에 이용할 수 있다.,2019.12,12,보드카
33,33,2019.12.18.,디지틀조선일보,"12월 31일 이색 카운트다운을 준비한다면... 파티, 불꽃놀이, 풍선 날리기 등...","샴페인, 보드카와 셰프가 엄선하여 준비한 3단 트레이로 구성된 세트 메뉴를 즐길 수 있다. 3단 트레이의... 더불어, 뵈브 클리코와 그레이구스 보드카를 특별 할인가에 이용 가능하다.이비스 앰배서더 서울 명동, 2020...",2019.12,12,보드카
34,34,2019.12.18.,머니S,"[호텔가] JW 메리어트 동대문, 2020년 0시에 카운트다운 파티 선봬","‘치얼스 투 2020!’은 아름다운 흥인지문의 야경이 한눈에 내려다보이는 클래식한 분위기의 ‘더 그리핀’에서는 고객 특성에 및 인원수에 따라 선택이 가능한 샴페인, 보드카와 셰프가 엄선하여 준비한 3단...",2019.12,12,보드카
35,35,2019.12.18.,서울와이어,"한-스웨덴, 스타트업의 글로벌 스케일업 위한 협력 약속","이 자리에는 IKEA(가구), Absolut(보드카), Alfa Laval(기계‧장비) 등 스웨덴 대기업 7개사와 삼성, 엘지, 한화, 롯데 등 국내 대기업, 그리고 양국의 스타트업 관계자 등 150여명이 참석했다. 이날 행사는 스웨덴 기술혁신청...",2019.12,12,보드카
36,36,2019.12.18.,뉴스웍스,"JW 메리어트 동대문 스퀘어 서울, 더 그리핀, '치얼스 투 2020' 선봬","'치얼스 투 2020'은 아름다운 흥인지문의 야경이 한눈에 내려다보이는 클래식한 분위기의 '더 그리핀'에서는 고객 특성에 및 인원수에 따라 선택이 가능한 샴페인, 보드카와 셰프가 엄선하여 준비한 3단 트레이로...",2019.12,12,보드카
37,37,2019.12.17.,정책브리핑,"역대 최대 규모 스웨덴 경제사절단, 중기부와 함께 유니콘 키운다","Absolut(보드카), Alfa Laval(기계‧장비) 등 스웨덴 대기업 7개사와 삼성, 엘지, 한화, 롯데 등 국내 대기업, 그리고 양국의 스타트업 관계자 등 150여명이 참석했다. 이날 행사는 스웨덴 기술혁신청 다르야 이삭손 청장의...",2019.12,12,보드카
38,38,2019.12.17.,이뉴스투데이,한-스웨덴 스타트업-대기업 간 교류행사 개최,"이 자리에는 IKEA(가구), Absolut(보드카), Alfa Laval(기계‧장비) 등 스웨덴 대기업 7개사와 삼성, 엘지, 한화, 롯데 등 국내 대기업, 그리고 양국의 스타트업 관계자 등 150여명이 참석했다. 이날 행사는 스웨덴 기술혁신청...",2019.12,12,보드카
39,39,2019.12.17.,브릿지경제,"중기부, 스웨덴 경제사절단과 스타트업 네트워킹 행사 개최","이 자리에는 이케아(가구), 앱솔루트(보드카), 알파라발(기계·장비) 등 스웨덴 대기업 7개사와 삼성, 엘지, 한화, 롯데 등 국내 대기업, 그리고 양국의 스타트업 관계자 등 150여명이 참석했다. 이날 다르야 이삭손 스웨덴...",2019.12,12,보드카
40,40,2019.12.17.,이투데이,"스웨덴 경제사절단, 한국 대기업ㆍ스타트업과 교류…“유니콘 함께 키우자”","이 자리에는 IKEA(가구), Absolut(보드카), Alfa Laval(기계‧장비) 등 스웨덴 대기업 7개사와 삼성, 엘지, 한화, 롯데 등 국내 대기업, 그리고 양국의 스타트업 관계자 등 150여 명이 참석했다. 이날 행사는 스웨덴 기술혁신청...",2019.12,12,보드카
41,41,2019.12.17.,뉴스토마토,"스웨덴 경제사절단, 중기부와 함께 유니콘 키운다","사진/중소벤처기업부 이날 행사에는 이케아(가구), 앱솔루트(보드카), 알파라발(기계·장비) 등 스웨덴 대기업 7개사와 삼성, 엘지, 한화, 롯데 등 국내 대기업, 그리고 양국의 스타트업 관계자 등 150여명이 참석했다. 다르야...",2019.12,12,보드카
42,42,2019.12.17.,이데일리,'말뫼의 기적' 스웨덴과 유니콘 기업 육성 '맞손',"이날 자리에는 이케아(가구), 앱솔루트(보드카), 알파라발(기계·장비) 등 스웨덴 대기업 7개사와 삼성, 엘지, 한화, 롯데 등 국내 대기업을 포함한 양국 스타트업 관계자 등 150여명이 참석했다. 스웨덴 기술혁신청 다르야...",2019.12,12,보드카
43,43,2019.12.17.,뉴스핌,"""韓-스웨덴 대기업·스타트업 한자리에"" 네트워킹 행사 개최","이 자리에는 IKEA(가구)·Absolut(보드카)·Alfa Laval(기계장비) 등 스웨덴 대기업 7개사와 삼성·엘지·한화·롯데 등 국내 대기업, 그리고 양국의 스타트업 관계자 등 150여 명이 참석했다. 이날 행사는 다르야 이삭손 스웨덴...",2019.12,12,보드카
44,44,2019.12.17.,뉴시스,"“유니콘 강국 ’같이 가자'”…박영선 장관, 스웨덴에 공조 제안","한국무역협회와 비즈니스스웨덴이 주최하고, 중기부가 후원한 이날 행사에는 다르야 이삭손 스웨덴 기술혁신청장, 이케아(가구), 앱솔루트(보드카), 알파라발(기계장비) 등 스웨덴 대기업 7개사와 삼성, LG, 한화, 롯데를...",2019.12,12,보드카
45,45,2019.12.17.,머니투데이,"'역대 최대 규모' 스웨덴 경제사절단, 중기부와 유니콘 키운다","이 자리에는 이케아(가구), 앱솔루트(보드카), 알파라발(기계·장비) 등 스웨덴 대기업 7개사와 삼성, 엘지, 한화, 롯데 등 국내 대기업, 양국의 스타트업 관계자 등 150여명이 참석했다. 이번 행사를 위해 스웨덴 총리가...",2019.12,12,보드카
46,46,2019.12.17.,한국무역신문,"“유니콘 강국 ’같이 가자'”…박영선 장관, 스웨덴에 공조 제안","한국무역협회와 비즈니스스웨덴이 주최하고, 중기부가 후원한 이날 행사에는 다르야 이삭손 스웨덴 기술혁신청장, 이케아(가구), 앱솔루트(보드카), 알파라발(기계장비) 등 스웨덴 대기업 7개사와 삼성, LG, 한화, 롯데를...",2019.12,12,보드카
47,47,2019.12.17.,코메디닷컴,소주가 가장 빨리 취하는 술이라고?,"왜 알코올 함량 40%를 넘나드는 위스키, 보드카, 럼 등 증류주보다 20%대의 술이 더 빨리 취할까? 영국 브라이턴 대학교 할 소사바우스키 교수는 ""위스키 등 독주는 위벽 세포의 활동을 억제해 흡수가 늦다""고 설명했다....",2019.12,12,보드카
48,48,2019.12.16.,경기일보,경동대 일반대학 유일의 웰니스경영학과 신설 등 특이학과 운영,"일본과 미국 대만 등 선진국들은 해양심층수를 건강보조식품과 보드카, 건강음료, 만두, 푸딩, 아이스크림 등 식품산업과 양식산업 등에 다양하게 활용하고 있으며 의료산업에도 접목해 큰 효과를 나타내고 있다. 정부는...",2019.12,12,보드카
49,49,2019.12.16.,OBS,"""추워도 괜찮아 예쁘니까~""…겨울 '러시아'로 떠나는 낭만 여행","게다가 알록달록 화려한 러시아 전통 건축물을 비롯해 러시아식 사우나인 반야 체험, 전통 꼬치 요리 샤슬릭, 보드카와 랍스터 등을 저렴한 금액으로 즐길 수 있다는 점도 매력적이다. 하바롭스크는 블라디보스토크를...",2019.12,12,보드카
50,50,2019.12.16.,투어코리아뉴스,호텔에서 즐기는 완벽한 크리스마스!,"이 밖에도 파티 분위기를 무르익게 만들어줄 화요 칵테일을 비롯해 보드카, 샴페인 등 주류 및 음료 메뉴와 플래터가 마련된다. 이비스 앰배서더 서울 인사동 이비스 앰배서더 서울 인사동 이비스 앰배서더 서울...",2019.12,12,보드카
51,51,2019.12.16.,아시아경제,전세계 연말 술자리 감소 추세...음주사망자 18.6%↓,음주로 인한 사망자수도 전세계에서 평균 18% 이상 감소했는데 특히 보드카를 비롯한 술의 나라라고 인식됐던 러시아의 음주량 감소가 큰 영향을 끼쳤던 것으로 조사됐다. 15일(현지시간) 미국의 USA투데이 등...,2019.12,12,보드카
52,52,2019.12.14.,이투뉴스,"한국주류전문가들, 세계주류경진대회 'Spirits Selection' 심사위원으로 위촉","이 대회에서는위스키,꼬냑,브랜디,럼,보드카,등의 주류들이 참가를 하여 최고의 주류를 뽑는다.올해는 59개국에서 참가한 1770여개의 주류들이 28개국에서 온 102명의 심사위원들에 의해 평가되었다. 중국은 벌써...",2019.12,12,보드카
53,53,2019.12.14.,천지일보,[박춘태 교수의 이웃나라 이야기_뉴질랜드 (24)] 뉴질랜드의 음주 문화,"한국의 소주, 막걸리를 비롯하여 맥주, 보드카, 위스키, 와인 등 다양한 술이 한자리에 모여 있어 입맛대로 고를 수 있다. 20대 초반으로 보이는 청년 2명이 리쿼샵에서 소주 1병을 구입하는 방법을 보자. 겉모습이 35세...",2019.12,12,보드카
54,54,2019.12.13.,이투데이,"[덕후의 경제] ‘오늘은 홈술’ 저자 류지수 씨 ""'칵테일 혼술' 어렵지 않아요...","맥주, 소주, 보드카나 진을 구해 술을 섞어보면서 자신의 제조법을 개발했다고. ""칵테일로 소재를 선택한 것은 영상 콘텐츠에 대한 고민도 반영된 결과에요. 나만의 콘텐츠를 찍고 편집하고 싶다는 생각을 하다가 무엇을...",2019.12,12,보드카
55,55,2019.12.13.,아시아경제언론사 선정,"[요즘사람]대마초 '불법 vs. 합법'…①규제, 더 강한 마약?","보드카, 위스키와 같은 증류주만이 세상에 존재한다면, 술을 마시지 않거나 주량 이상의 술을 마시거나 두 가지 선택만이 남습니다. 현재 마리화나 소비자가 처한 현실입니다. 술처럼 농도를 낮춘 마리화나는 찾기가...",2019.12,12,보드카
56,56,2019.12.13.,소믈리에타임즈,"2019 미국 음료 트렌드, 술과 탄산수가 만난 '하드셀처(Hard Seltzer)'",그녀는 하드셀처를 비롯해 셀처 유사 제품인 보드카 소다 같은 '캔셀처 제품'을을 향후 5년간 미국에서 빠르게 성장할 알코올 음료 시장으로 선정했다. IWSR은 하드셀처의 성공 원인으로 '신선함'을 뽑았는데...,2019.12,12,보드카
57,57,2019.12.12.,YTN,"[세계NOW] ""라디오로 만나는 연해주 독립운동지 기행""",라면 국물에 보드카 한 잔을 탁 마시면 아주 좋습니다. ◇ 전진영: 러시아 하면 또 보드카를 빼놓을 수 없으니까요. 맛이 궁금해집니다. 교수님이 이야기해주신 부분 중에 안중근 이야기가 나온 김에 저희가 그러면 안중근...,2019.12,12,보드카
58,58,2019.12.12.,무등일보,[전라도 전통주 리뷰 2부] 청와대에 입성한 고도주,이 술은 곡성에서 빚은 술로 토란을 이용해 빚은 증류주로 색은 투명하고 보드카와 같은 느낌이 난다. 맛도 보드카처럼 화끈하고 묵직하고 특유의 강한 알코올 향이 올라와 독주를 선호하는 애주가라면 토란으로 만든...,2019.12,12,보드카
59,59,2019.12.12.,마리끌레르,빠져드는 사운드 #여성DJ,겨울에 나온 음악이니까 술은 보드카가 좋겠다. 같이 듣고 싶은 사람은 남편. 결혼은 아직 안 했는데 언젠가 생길 남편과 듣고 싶다.(웃음) 다미가 추천하는 12월의 음악 POLARFRONT 자극적인 테크노 사운드와 상반되는...,2019.12,12,보드카
60,60,2019.12.12.,리얼푸드,[리얼푸드]2020년 주목할 ‘글루텐프리’ 트렌드,"테킬라나 보드카, 맥주등 주류 업체들도 글루텐없는 곡물로 만든 주류 제조에 높은 관심을 보이고 있다. ▶콜리플라워·귀리·아몬드가루…승자는?=최근 글루텐프리 시장에서 가장 두각을 나타내는 식재료는...",2019.12,12,보드카
61,61,2019.12.12.,아주경제,"[인터뷰]모스크바한국학생총연합회 초대회장, 한승범 맥신코리아 대표",러시아인들과 보드카를 마시며 그들 속으로 들어가라. 그리고 독서를 하라. 여러분은 책과 여행을 통해 그들을 이해하고 세상을 품기를 바란다. - 마지막으로 연합회 이후 활동에 대해 얘기해 달라. 1994년 김영삼 대통령...,2019.12,12,보드카
62,62,2019.12.11.,디스커버리뉴스,"에미레이트 항공, 4만피트 상공에서 크리스마스 시즌 특별 기내식 선봬","뿐만 아니라 퍼스트 클래스 승객들에게 독점 제공되는 헤네시 파라디(Hennessy Paradis)를 포함, 위스키, 코냑, 진, 보드카 등 다양한 종류의 양주도 즐길 수 있다. 에미레이트 항공의 모든 어린이 승객들에게는 칠면조...",2019.12,12,보드카
63,63,2019.12.11.,디지틀조선일보,"에미레이트 항공, 특정 노선에서 크리스마스 시즌 특별 기내식 선보여","뿐만 아니라 퍼스트 클래스 승객들에게 독점 제공되는 헤네시 파라디(Hennessy Paradis)를 포함, 위스키, 코냑, 진, 보드카 등 다양한 종류의 양주도 즐길 수 있다. 에미레이트 항공의 모든 어린이 승객들에게는 칠면조...",2019.12,12,보드카
64,64,2019.12.11.,시사오늘,롯데호텔의 올해 크리스마스 키워드는 '선물'…'G.I.F.T',"'크리스마스 스페셜 디너'는 오는 24일과 25일 단 이틀 동안 진행되며, 레드커런트와 진저브레드를 곁들인 푸아그라, 오시에트라 캐비아와 보드카 크림을 올린 킹크랩, 달팽이 요리, 한우 안심스테이크 등...",2019.12,12,보드카
65,65,2019.12.11.,아시아경제언론사 선정,[과학을읽다]술만 마셔도 살쪄?…연말 음주백서,"미국의 한 학술지에 따르면, 보드카를 마신 뒤 3시간 동안 지방과 탄수화물의 대사가 73% 감소했다는 연구결과가 발표된 바 있습니다. 대사가 줄었다는 것은 칼로리 소모를 위한 활동이 저하됐다는 의미입니다. 결국...",2019.12,12,보드카
66,66,2019.12.10.,로이슈,"반얀트리 클럽 앤 스파 서울, ‘크리스마스 이브 파티’ 개최해","그 밖에도 파티 분위기를 무르익게 만들어줄 화요 칵테일을 비롯하여 보드카, 샴페인 등 주류 및 음료 메뉴와 플래터가 마련된다. 크리스마스 이브 파티는 12월 24일 단 하루 동안 개최되며 오후 7시부터 익일 2시까지...",2019.12,12,보드카
67,67,2019.12.10.,BBC,"영국 법원, 연쇄 성폭행범에 '33개 무기징역' 선고","이들 자매는 보드카병으로 맥칸의 머리를 때린 뒤 탈출했다. 다크넷 아동 음란물 사이트 운영자, 범죄 방식부터 처벌받기까지 그는 지난 5월 5일엔 술집에서 만난 여성을 꼬드겨 여성의 집으로 향했다. 여성을 침대에...",2019.12,12,보드카
68,68,2019.12.09.,이데일리,"[포토] 반얀트리, 크리스마스 이브 파티","산타클로스가 깜짝 방문해 선물을 전달하는 등 다양한 즐길 거리를 만나볼 수 있다. 그 밖에도 파티 분위기를 무르익게 만들어줄 화요 칵테일을 비롯하여 보드카, 샴페인 등 주류 및 음료 메뉴와 플래터가 마련된다. 김태형",2019.12,12,보드카
69,69,2019.12.09.,프레시안,"경동대, 일반대학 유일 ‘웰니스경영학과’ 신설…신입생 모집한다","일본과 미국 대만 등 선진국은 해양심층수를 건강보조식품과 보드카, 건강 음료, 만두, 푸딩, 아이스크림 등의 식품산업과 양식산업 등에 다양하게 활용하고 있으며, 의료산업에도 접목해 큰 효과를 나타내고 있다....",2019.12,12,보드카
70,70,2019.12.09.,로이슈,"롯데호텔, ‘선물’ 같은 크리스마스 본격적인 시즌 준비","‘크리스마스 스페셜 디너’는 12월 24일과 25일 단 이틀 동안 진행되며, 레드커런트와 진저브레드를 곁들인 푸아그라, 오시에트라 캐비아와 보드카 크림을 올린 킹크랩, 달팽이 요리, 한우 안심스테이크 등...",2019.12,12,보드카
